,Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Число граней,Среднее значение числа рёбер в грани,Медианное значение числа рёбер в грани,Максимальное значение числа рёбер в грани,Минимальное значение числа рёбер в грани
1818,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,True,1.0,4.0,4.0,4.0,4.0
1820,21.0,27.0,6.0,3.0,1.0,7.0,7.0,1.0,2.5714285714285716,3.0,3.0,4.0,True,8.0,6.75,4.5,23.0,3.0
1822,17.0,9.0,2.0,2.0,8.0,0.0,2.0,0.0,1.0588235294117647,1.0,1.0,2.0,True,1.0,18.0,18.0,18.0,18.0
1837,5.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.2,1.0,1.0,2.0,True,1.0,6.0,6.0,6.0,6.0
1841,4.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.5,1.0,1.0,2.0,True,1.0,2.0,2.0,2.0,2.0
1844,7.0,9.0,3.0,2.0,1.0,3.0,4.0,1.0,2.5714285714285716,2.0,4.0,3.0,True,4.0,4.5,3.0,9.0,3.0
1851,5.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,1.2,1.0,2.0,2.0,True,1.0,6.0,6.0,6.0,6.0
1883,21.0,32.0,6.0,3.0,1.0,12.0,6.0,1.0,3.0476190476190474,3.0,2.0,4.0,True,13.0,4.923076923076923,4.0,17.0,3.0
1894,41.0,15.0,2.0,2.0,26.0,0.0,4.0,0.0,0.7317073170731707,1.0,0.0,2.0,True,1.0,30.0,30.0,30.0,30.0
1900,16.0,7.0,2.0,2.0,9.0,0.0,3.0,0.0,0.875,1.0,1.0,2.0,True,1.0,14.0,14.0,14.0,14.0
1904,15.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0
1912,15.0,11.0,2.0,2.0,5.0,1.0,4.0,0.0,1.4666666666666666,1.0,2.0,2.0,True,2.0,11.0,11.0,18.0,4.0
1922,4.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.5,1.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
1924,18.0,4.0,2.0,2.0,14.0,0.0,2.0,0.0,0.4444444444444444,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
1926,15.0,8.0,2.0,2.0,8.0,1.0,3.0,0.0,1.0666666666666667,1.0,0.0,3.0,True,2.0,8.0,8.0,11.0,5.0
1927,10.0,16.0,4.0,2.0,1.0,7.0,4.0,1.0,3.2,4.0,4.0,3.0,True,8.0,4.0,3.5,7.0,3.0
1932,14.0,3.0,2.0,2.0,11.0,0.0,2.0,0.0,0.42857142857142855,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
1942,24.0,8.0,2.0,2.0,16.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
1953,6.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.6666666666666666,1.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
2004,9.0,1.0,2.0,2.0,8.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
2006,63.0,38.0,2.0,2.0,25.0,0.0,4.0,0.0,1.2063492063492063,1.0,1.0,3.0,True,1.0,76.0,76.0,76.0,76.0
2016,26.0,22.0,2.0,2.0,6.0,2.0,6.0,0.0,1.6923076923076923,1.0,1.0,3.0,True,3.0,14.666666666666666,4.0,37.0,3.0
2017,22.0,21.0,2.0,2.0,3.0,2.0,6.0,0.0,1.9090909090909092,2.0,2.0,3.0,True,3.0,14.0,6.0,31.0,5.0
2038,29.0,28.0,2.0,2.0,6.0,5.0,5.0,0.0,1.9310344827586208,2.0,2.0,4.0,True,6.0,9.333333333333334,6.5,29.0,3.0
2039,70.0,25.0,2.0,2.0,46.0,1.0,3.0,0.0,0.7142857142857143,0.0,0.0,3.0,True,2.0,25.0,25.0,46.0,4.0
2050,34.0,26.0,2.0,2.0,11.0,3.0,5.0,0.0,1.5294117647058822,1.0,1.0,3.0,True,4.0,13.0,9.0,29.0,5.0
2065,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,True,2.0,5.0,5.0,7.0,3.0
2066,6.0,9.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,True,5.0,3.6,4.0,4.0,3.0
2073,33.0,26.0,2.0,2.0,11.0,4.0,6.0,0.0,1.5757575757575757,1.0,2.0,4.0,True,5.0,10.4,4.0,37.0,3.0
2075,18.0,22.0,2.0,2.0,3.0,7.0,4.0,0.0,2.4444444444444446,3.0,3.0,3.0,True,8.0,5.5,4.0,14.0,3.0
2084,82.0,31.0,2.0,2.0,52.0,1.0,3.0,0.0,0.7560975609756098,1.0,0.0,3.0,True,2.0,31.0,31.0,59.0,3.0
2086,47.0,17.0,2.0,2.0,30.0,0.0,3.0,0.0,0.723404255319149,1.0,0.0,3.0,True,1.0,34.0,34.0,34.0,34.0
2127,40.0,37.0,2.0,2.0,6.0,3.0,6.0,0.0,1.85,2.0,1.0,4.0,True,4.0,18.5,6.5,58.0,3.0
2157,14.0,6.0,2.0,2.0,8.0,0.0,2.0,0.0,0.8571428571428571,1.0,1.0,2.0,True,1.0,12.0,12.0,12.0,12.0
2177,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,True,2.0,5.0,5.0,7.0,3.0
2187,28.0,11.0,2.0,2.0,17.0,0.0,3.0,0.0,0.7857142857142857,1.0,0.0,3.0,True,1.0,22.0,22.0,22.0,22.0
2196,13.0,16.0,2.0,2.0,2.0,5.0,7.0,1.0,2.4615384615384617,2.0,2.0,4.0,True,6.0,5.333333333333333,4.0,12.0,3.0
2204,8.0,5.0,2.0,2.0,4.0,1.0,3.0,0.0,1.25,2.0,0.0,3.0,True,2.0,5.0,5.0,7.0,3.0
2215,7.0,5.0,2.0,2.0,3.0,1.0,3.0,0.0,1.4285714285714286,2.0,2.0,2.0,True,2.0,5.0,5.0,6.0,4.0
2224,47.0,24.0,2.0,2.0,23.0,0.0,5.0,0.0,1.0212765957446808,1.0,0.0,3.0,True,1.0,48.0,48.0,48.0,48.0
2233,16.0,14.0,2.0,2.0,4.0,2.0,4.0,0.0,1.75,2.0,2.0,3.0,True,3.0,9.333333333333334,7.0,18.0,3.0
2236,73.0,37.0,2.0,2.0,36.0,0.0,5.0,0.0,1.0136986301369864,1.0,0.0,3.0,True,1.0,74.0,74.0,74.0,74.0
2298,7.0,9.0,3.0,2.0,1.0,3.0,3.0,1.0,2.5714285714285716,3.0,3.0,3.0,True,4.0,4.5,4.0,7.0,3.0
2300,7.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0
2304,66.0,38.0,2.0,2.0,28.0,0.0,4.0,0.0,1.1515151515151516,1.0,0.0,3.0,True,1.0,76.0,76.0,76.0,76.0
2333,41.0,8.0,2.0,2.0,33.0,0.0,2.0,0.0,0.3902439024390244,0.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
2336,38.0,9.0,2.0,2.0,29.0,0.0,2.0,0.0,0.47368421052631576,0.0,0.0,3.0,True,1.0,18.0,18.0,18.0,18.0
2337,8.0,6.0,2.0,2.0,3.0,1.0,3.0,0.0,1.5,2.0,3.0,3.0,True,2.0,6.0,6.0,9.0,3.0
2380,6.0,10.0,2.0,1.0,1.0,5.0,5.0,3.0,3.3333333333333335,3.0,3.0,4.0,True,6.0,3.3333333333333335,3.0,5.0,3.0
2382,49.0,15.0,2.0,2.0,34.0,0.0,2.0,0.0,0.6122448979591837,0.0,0.0,3.0,True,1.0,30.0,30.0,30.0,30.0
2386,14.0,15.0,2.0,2.0,2.0,3.0,5.0,0.0,2.142857142857143,2.0,1.0,3.0,True,4.0,7.5,3.0,21.0,3.0
2393,13.0,5.0,2.0,2.0,8.0,0.0,2.0,0.0,0.7692307692307693,1.0,1.0,3.0,True,1.0,10.0,10.0,10.0,10.0
2398,39.0,21.0,2.0,2.0,18.0,0.0,3.0,0.0,1.0769230769230769,1.0,1.0,3.0,True,1.0,42.0,42.0,42.0,42.0
2405,60.0,21.0,2.0,2.0,39.0,0.0,3.0,0.0,0.7,0.0,0.0,3.0,True,1.0,42.0,42.0,42.0,42.0
2409,9.0,10.0,2.0,2.0,2.0,3.0,6.0,0.0,2.2222222222222223,2.0,1.0,4.0,True,4.0,5.0,3.0,11.0,3.0
2413,29.0,18.0,2.0,2.0,12.0,1.0,4.0,0.0,1.2413793103448276,1.0,1.0,3.0,True,2.0,18.0,18.0,32.0,4.0
2427,16.0,18.0,8.0,4.0,1.0,3.0,6.0,1.0,2.25,2.0,1.0,3.0,True,4.0,9.0,3.5,26.0,3.0
2432,5.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,1.6,1.0,1.0,2.0,True,1.0,8.0,8.0,8.0,8.0
2444,21.0,2.0,2.0,2.0,19.0,0.0,1.0,0.0,0.19047619047619047,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
2457,5.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,1.2,1.0,1.0,3.0,True,1.0,6.0,6.0,6.0,6.0
2465,8.0,7.0,2.0,2.0,2.0,1.0,4.0,0.0,1.75,2.0,1.0,3.0,True,2.0,7.0,7.0,11.0,3.0
2482,13.0,2.0,2.0,2.0,11.0,0.0,2.0,0.0,0.3076923076923077,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
2483,16.0,11.0,2.0,2.0,5.0,0.0,3.0,0.0,1.375,1.0,1.0,3.0,True,1.0,22.0,22.0,22.0,22.0
2494,15.0,16.0,2.0,2.0,3.0,4.0,5.0,0.0,2.1333333333333333,2.0,2.0,3.0,True,5.0,6.4,5.0,14.0,3.0
2499,18.0,20.0,2.0,2.0,2.0,4.0,5.0,0.0,2.2222222222222223,2.0,1.0,4.0,True,5.0,8.0,4.0,25.0,3.0
2506,12.0,18.0,4.0,3.0,1.0,7.0,5.0,1.0,3.0,3.0,2.0,4.0,True,8.0,4.5,5.0,6.0,1.0
2510,12.0,7.0,2.0,2.0,5.0,0.0,2.0,0.0,1.1666666666666667,1.0,1.0,2.0,True,1.0,14.0,14.0,14.0,14.0
2511,53.0,4.0,2.0,2.0,49.0,0.0,1.0,0.0,0.1509433962264151,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
2534,7.0,14.0,3.0,2.0,1.0,8.0,5.0,2.0,4.0,4.0,5.0,5.0,True,9.0,3.111111111111111,3.0,4.0,3.0
2543,8.0,6.0,2.0,2.0,2.0,0.0,3.0,1.0,1.5,1.0,1.0,2.0,True,1.0,12.0,12.0,12.0,12.0
2550,13.0,8.0,2.0,2.0,5.0,0.0,3.0,0.0,1.2307692307692308,1.0,1.0,3.0,True,1.0,16.0,16.0,16.0,16.0
2581,11.0,1.0,2.0,2.0,10.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
2591,62.0,7.0,2.0,2.0,55.0,0.0,2.0,0.0,0.22580645161290322,0.0,0.0,2.0,True,1.0,14.0,14.0,14.0,14.0
2597,13.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.3076923076923077,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
2609,12.0,3.0,2.0,2.0,9.0,0.0,1.0,0.0,0.5,1.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
2623,10.0,10.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,3.0,True,3.0,6.666666666666667,4.0,13.0,3.0
2626,12.0,17.0,2.0,2.0,2.0,7.0,6.0,0.0,2.8333333333333335,3.0,4.0,3.0,True,8.0,4.25,3.5,9.0,3.0
2638,21.0,31.0,5.0,3.0,1.0,11.0,6.0,1.0,2.9523809523809526,3.0,1.0,4.0,True,12.0,5.166666666666667,3.0,19.0,3.0
2643,64.0,50.0,2.0,2.0,19.0,5.0,5.0,0.0,1.5625,1.0,1.0,3.0,True,6.0,16.666666666666668,5.5,74.0,3.0
2657,47.0,4.0,2.0,2.0,43.0,0.0,1.0,0.0,0.1702127659574468,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
2677,57.0,31.0,2.0,2.0,26.0,0.0,4.0,0.0,1.087719298245614,1.0,1.0,2.0,True,1.0,62.0,62.0,62.0,62.0
2683,18.0,26.0,6.0,3.0,1.0,9.0,5.0,1.0,2.888888888888889,3.0,3.0,4.0,True,10.0,5.2,5.0,11.0,3.0
2705,8.0,16.0,3.0,2.0,1.0,9.0,6.0,1.0,4.0,5.0,5.0,4.0,True,10.0,3.2,3.0,5.0,3.0
2712,16.0,12.0,2.0,2.0,5.0,1.0,4.0,0.0,1.5,2.0,2.0,2.0,True,2.0,12.0,12.0,20.0,4.0
2716,62.0,26.0,2.0,2.0,36.0,0.0,3.0,0.0,0.8387096774193549,1.0,1.0,3.0,True,1.0,52.0,52.0,52.0,52.0
2730,10.0,13.0,4.0,2.0,1.0,4.0,5.0,1.0,2.6,3.0,2.0,3.0,True,5.0,5.2,4.0,11.0,3.0
2737,14.0,4.0,2.0,2.0,10.0,0.0,2.0,0.0,0.5714285714285714,1.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
2787,43.0,4.0,2.0,2.0,39.0,0.0,2.0,0.0,0.18604651162790697,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
2788,5.0,8.0,2.0,1.0,1.0,4.0,4.0,2.0,3.2,3.0,3.0,4.0,True,5.0,3.2,3.0,4.0,3.0
2790,5.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.8,1.0,1.0,2.0,True,1.0,4.0,4.0,4.0,4.0
2794,13.0,13.0,2.0,2.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,True,4.0,6.5,4.5,14.0,3.0
2811,11.0,6.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0909090909090908,1.0,0.0,3.0,True,2.0,6.0,6.0,9.0,3.0
2818,50.0,13.0,2.0,2.0,37.0,0.0,3.0,0.0,0.52,0.0,0.0,3.0,True,1.0,26.0,26.0,26.0,26.0
2826,12.0,18.0,4.0,3.0,1.0,7.0,5.0,1.0,3.0,3.0,3.0,4.0,True,8.0,4.5,4.0,8.0,3.0
2842,22.0,22.0,2.0,2.0,4.0,4.0,5.0,0.0,2.0,2.0,3.0,3.0,True,5.0,8.8,5.0,26.0,3.0
2847,5.0,9.0,2.0,1.0,1.0,5.0,4.0,3.0,3.6,4.0,4.0,4.0,True,6.0,3.0,3.0,3.0,3.0
2848,8.0,11.0,3.0,2.0,1.0,4.0,4.0,1.0,2.75,3.0,4.0,4.0,True,5.0,4.4,4.0,7.0,3.0
2854,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,True,2.0,5.0,5.0,7.0,3.0
2856,40.0,41.0,2.0,2.0,4.0,5.0,4.0,0.0,2.05,2.0,2.0,4.0,True,6.0,13.666666666666666,6.0,51.0,5.0
2882,5.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,2.4,3.0,3.0,3.0,True,3.0,4.0,3.0,6.0,3.0
2901,11.0,5.0,2.0,2.0,6.0,0.0,3.0,0.0,0.9090909090909091,1.0,0.0,2.0,True,1.0,10.0,10.0,10.0,10.0
2909,22.0,6.0,2.0,2.0,17.0,1.0,2.0,0.0,0.5454545454545454,0.0,0.0,2.0,True,2.0,6.0,6.0,8.0,4.0
2927,7.0,9.0,3.0,2.0,1.0,3.0,5.0,1.0,2.5714285714285716,2.0,1.0,3.0,True,4.0,4.5,3.0,9.0,3.0
2928,6.0,5.0,2.0,2.0,2.0,1.0,3.0,0.0,1.6666666666666667,2.0,2.0,2.0,True,2.0,5.0,5.0,6.0,4.0
2937,18.0,9.0,2.0,2.0,9.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,True,1.0,18.0,18.0,18.0,18.0
2960,6.0,5.0,2.0,2.0,2.0,1.0,3.0,0.0,1.6666666666666667,2.0,2.0,3.0,True,2.0,5.0,5.0,7.0,3.0
2964,35.0,3.0,2.0,2.0,32.0,0.0,1.0,0.0,0.17142857142857143,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
2980,42.0,9.0,2.0,2.0,33.0,0.0,2.0,0.0,0.42857142857142855,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
2981,9.0,11.0,2.0,2.0,2.0,4.0,4.0,0.0,2.4444444444444446,3.0,3.0,3.0,True,5.0,4.4,3.0,9.0,3.0
2990,5.0,6.0,2.0,1.0,1.0,2.0,4.0,2.0,2.4,2.0,2.0,3.0,True,3.0,4.0,3.0,6.0,3.0
3003,7.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,0.5714285714285714,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
3006,5.0,8.0,2.0,1.0,1.0,4.0,4.0,3.0,3.2,3.0,3.0,3.0,True,5.0,3.2,3.0,4.0,3.0
3040,11.0,11.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,4.0,True,3.0,7.333333333333333,4.0,15.0,3.0
3042,22.0,9.0,2.0,2.0,13.0,0.0,3.0,0.0,0.8181818181818182,1.0,0.0,3.0,True,1.0,18.0,18.0,18.0,18.0
3043,75.0,41.0,2.0,2.0,34.0,0.0,4.0,0.0,1.0933333333333333,1.0,1.0,3.0,True,1.0,82.0,82.0,82.0,82.0
3044,12.0,17.0,4.0,2.0,1.0,6.0,6.0,1.0,2.8333333333333335,3.0,3.0,4.0,True,7.0,4.857142857142857,3.0,14.0,3.0
3045,6.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,True,2.0,6.0,6.0,9.0,3.0
3047,8.0,9.0,2.0,2.0,3.0,4.0,4.0,0.0,2.25,3.0,4.0,3.0,True,5.0,3.6,3.0,6.0,3.0
3058,18.0,20.0,2.0,2.0,2.0,4.0,4.0,0.0,2.2222222222222223,2.0,2.0,3.0,True,5.0,8.0,4.0,24.0,3.0
3069,6.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,True,2.0,6.0,6.0,9.0,3.0
3073,20.0,21.0,2.0,2.0,5.0,6.0,4.0,0.0,2.1,3.0,3.0,3.0,True,7.0,6.0,5.0,15.0,3.0
3080,45.0,52.0,2.0,2.0,5.0,12.0,6.0,0.0,2.311111111111111,2.0,2.0,4.0,True,13.0,8.0,8.0,13.0,3.0
3084,13.0,10.0,2.0,2.0,3.0,0.0,3.0,0.0,1.5384615384615385,1.0,1.0,2.0,True,1.0,20.0,20.0,20.0,20.0
3100,4.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.5,3.0,2.0,3.0,True,3.0,3.3333333333333335,3.0,4.0,3.0
3107,31.0,6.0,2.0,2.0,25.0,0.0,2.0,0.0,0.3870967741935484,0.0,0.0,2.0,True,1.0,12.0,12.0,12.0,12.0
3108,6.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,True,2.0,6.0,6.0,8.0,4.0
3110,18.0,21.0,2.0,2.0,2.0,5.0,5.0,0.0,2.3333333333333335,2.0,2.0,3.0,True,6.0,7.0,3.5,24.0,3.0
3112,50.0,26.0,2.0,2.0,24.0,0.0,3.0,0.0,1.04,1.0,1.0,3.0,True,1.0,52.0,52.0,52.0,52.0
3117,5.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,True,3.0,3.3333333333333335,3.0,4.0,3.0
3130,29.0,23.0,2.0,2.0,7.0,1.0,4.0,0.0,1.5862068965517242,1.0,1.0,3.0,True,2.0,23.0,23.0,42.0,4.0
3131,14.0,13.0,2.0,2.0,3.0,2.0,4.0,0.0,1.8571428571428572,2.0,2.0,3.0,True,3.0,8.666666666666666,4.0,19.0,3.0
3137,10.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.2,0.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
3199,63.0,32.0,2.0,2.0,31.0,0.0,4.0,0.0,1.0158730158730158,1.0,1.0,3.0,True,1.0,64.0,64.0,64.0,64.0
3200,12.0,3.0,2.0,2.0,9.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
3239,6.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,True,1.0,6.0,6.0,6.0,6.0
3247,13.0,4.0,2.0,2.0,9.0,0.0,2.0,0.0,0.6153846153846154,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
3249,5.0,7.0,2.0,2.0,1.0,3.0,3.0,2.0,2.8,3.0,3.0,3.0,True,4.0,3.5,3.5,4.0,3.0
3250,23.0,11.0,2.0,2.0,12.0,0.0,2.0,0.0,0.9565217391304348,1.0,1.0,3.0,True,1.0,22.0,22.0,22.0,22.0
3260,14.0,4.0,2.0,2.0,10.0,0.0,1.0,0.0,0.5714285714285714,1.0,1.0,2.0,True,1.0,8.0,8.0,8.0,8.0
3265,16.0,4.0,2.0,2.0,12.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,True,1.0,8.0,8.0,8.0,8.0
3303,48.0,5.0,2.0,2.0,43.0,0.0,2.0,0.0,0.20833333333333334,0.0,0.0,2.0,True,1.0,10.0,10.0,10.0,10.0
3309,16.0,8.0,2.0,2.0,8.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,True,1.0,16.0,16.0,16.0,16.0
3321,44.0,25.0,2.0,2.0,22.0,3.0,4.0,0.0,1.1363636363636365,1.0,0.0,3.0,True,4.0,12.5,3.5,40.0,3.0
3372,36.0,35.0,2.0,2.0,7.0,6.0,7.0,0.0,1.9444444444444444,2.0,2.0,3.0,True,7.0,10.0,4.0,47.0,3.0
3374,6.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0
3395,30.0,22.0,2.0,2.0,10.0,2.0,5.0,0.0,1.4666666666666666,1.0,1.0,3.0,True,3.0,14.666666666666666,3.0,38.0,3.0
3405,6.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,2.0,True,1.0,4.0,4.0,4.0,4.0
3420,4.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.5,2.0,2.0,2.0,True,1.0,6.0,6.0,6.0,6.0
3432,7.0,7.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,3.0,True,3.0,4.666666666666667,3.0,8.0,3.0
3445,8.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,True,1.0,8.0,8.0,8.0,8.0
3480,4.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.5,3.0,3.0,3.0,True,3.0,3.3333333333333335,3.0,4.0,3.0
3487,50.0,29.0,2.0,2.0,23.0,2.0,4.0,0.0,1.16,1.0,0.0,3.0,True,3.0,19.333333333333332,11.0,43.0,4.0
3495,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0
3520,35.0,28.0,2.0,2.0,9.0,2.0,5.0,0.0,1.6,1.0,1.0,3.0,True,3.0,18.666666666666668,11.0,40.0,5.0
3542,5.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,1.6,2.0,2.0,3.0,True,2.0,4.0,4.0,5.0,3.0
3545,15.0,1.0,2.0,2.0,14.0,0.0,1.0,0.0,0.13333333333333333,0.0,0.0,2.0,True,1.0,2.0,2.0,2.0,2.0
3555,82.0,48.0,2.0,2.0,35.0,1.0,5.0,0.0,1.170731707317073,1.0,1.0,3.0,True,2.0,48.0,48.0,92.0,4.0
3580,74.0,63.0,2.0,2.0,15.0,4.0,6.0,0.0,1.7027027027027026,2.0,1.0,4.0,True,5.0,25.2,10.0,94.0,3.0
3596,38.0,11.0,2.0,2.0,27.0,0.0,3.0,0.0,0.5789473684210527,1.0,0.0,2.0,True,1.0,22.0,22.0,22.0,22.0
3604,9.0,7.0,2.0,2.0,3.0,1.0,4.0,0.0,1.5555555555555556,1.0,1.0,3.0,True,2.0,7.0,7.0,11.0,3.0
3606,8.0,5.0,2.0,2.0,4.0,1.0,4.0,0.0,1.25,1.0,0.0,3.0,True,2.0,5.0,5.0,7.0,3.0
3622,39.0,34.0,2.0,2.0,7.0,2.0,4.0,0.0,1.7435897435897436,2.0,2.0,3.0,True,3.0,22.666666666666668,7.0,56.0,5.0
3624,20.0,10.0,2.0,2.0,10.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,True,1.0,20.0,20.0,20.0,20.0
3626,8.0,13.0,3.0,2.0,1.0,6.0,6.0,1.0,3.25,4.0,4.0,4.0,True,7.0,3.7142857142857144,3.0,8.0,3.0
3643,7.0,9.0,3.0,2.0,1.0,3.0,4.0,1.0,2.5714285714285716,3.0,3.0,3.0,True,4.0,4.5,4.0,7.0,3.0
3660,7.0,3.0,2.0,2.0,4.0,0.0,2.0,0.0,0.8571428571428571,1.0,1.0,2.0,True,1.0,6.0,6.0,6.0,6.0
3689,69.0,54.0,2.0,2.0,20.0,5.0,4.0,0.0,1.565217391304348,1.0,1.0,3.0,True,6.0,18.0,8.0,74.0,5.0
3705,29.0,2.0,2.0,2.0,27.0,0.0,1.0,0.0,0.13793103448275862,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
3710,30.0,3.0,2.0,2.0,27.0,0.0,2.0,0.0,0.2,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
3769,6.0,8.0,3.0,2.0,1.0,3.0,3.0,2.0,2.6666666666666665,3.0,3.0,3.0,True,4.0,4.0,3.5,6.0,3.0
3786,8.0,14.0,3.0,2.0,1.0,7.0,5.0,2.0,3.5,4.0,4.0,3.0,True,8.0,3.5,3.5,4.0,3.0
3830,62.0,63.0,2.0,2.0,8.0,9.0,5.0,0.0,2.032258064516129,2.0,2.0,4.0,True,10.0,12.6,7.5,56.0,3.0
3831,78.0,65.0,2.0,2.0,17.0,4.0,7.0,0.0,1.6666666666666667,1.0,1.0,4.0,True,5.0,26.0,8.0,104.0,3.0
3832,13.0,6.0,2.0,2.0,7.0,0.0,2.0,0.0,0.9230769230769231,1.0,1.0,3.0,True,1.0,12.0,12.0,12.0,12.0
3836,34.0,2.0,2.0,2.0,32.0,0.0,1.0,0.0,0.11764705882352941,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
3854,6.0,10.0,2.0,1.0,1.0,5.0,5.0,2.0,3.3333333333333335,4.0,4.0,4.0,True,6.0,3.3333333333333335,3.0,5.0,3.0
3857,59.0,51.0,2.0,2.0,15.0,7.0,5.0,0.0,1.728813559322034,2.0,1.0,3.0,True,8.0,12.75,9.0,46.0,3.0
3861,12.0,15.0,4.0,3.0,1.0,4.0,4.0,1.0,2.5,3.0,2.0,3.0,True,5.0,6.0,5.0,12.0,4.0
3862,8.0,13.0,3.0,2.0,1.0,6.0,5.0,2.0,3.25,3.0,2.0,3.0,True,7.0,3.7142857142857144,3.0,8.0,3.0
3873,6.0,5.0,3.0,2.0,1.0,0.0,3.0,1.0,1.6666666666666667,1.0,1.0,2.0,True,1.0,10.0,10.0,10.0,10.0
